Sygnatura czasowa;Polityka RODO: ;Jestem: ;Sta¿ pracy: ;Szko³a:;Co jest prawd¹ o emocjach?;Z psychologicznego punktu widzenia emocje:;Co mo¿e pomóc w KONSTRUKTYWNYM ukojeniu nieprzyjemnych emocji? ;Jak wykonuje siê poprawny oddech przeponowy?;Co jest sposobem na zmniejszenie podatnoœci na odczuwanie nieprzyjemnych stanów emocjonalnych?;Czy forma przekazywania treœci podczas spotkania by³a dla Pani/Pana odpowiednia?;Jeœli nie, co nale¿a³oby zmieniæ?;Czy treœci przekazywane by³y w sposób zrozumia³y?;Czy æwiczenia realizowane w trakcie szkolenia pozwala³y na praktyczne wykorzystywanie zdobytej wiedzy? ;Czy prowadz¹cy zachêca³ do interakcji? Dawa³ mo¿liwoœæ zadawania pytañ i dyskusji? ;Czy udzia³ w szkoleniu pozwoli³ Pani/Panu na zdobycie lub uporz¹dkowanie wiedzy? ;Dziêki spotkaniu lepiej rozumiem to, co siê ze mn¹ dzieje.;Dziêki wiedzy zdobytej na szkoleniu jestem lepiej przygotowana/y na zauwa¿enie swoich emocji i zaopiekowania siê nimi.;Jakie treœci przekazane w ramach spotkania bêd¹ dla Pani/Pana najbardziej przydatne? Dlaczego?;Czy spotkanie zmieni³o sposób postrzegania przez Pani¹/Pana pewnych zagadnieñ? Jakich?;Czy jest Pani/Pan w stanie wskazaæ treœci, które uwa¿a Pani/Pan za zbêdne w agendzie szkolenia? Jakie?;Czy w Pani/Pana odczuciu w agendzie spotkania zabrak³o jakichœ istotnych treœci? Jakich?;Ogólna ocena spotkania ;Czy ma Pani/Pan dodatkowe uwagi dotycz¹ce szkolenia?
4.24.2025 18:04:36;Akceptujê;nauczycielem;11-15 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Techniki relaksacyjne, refleksja o naturze emocji;Pozwoli³o uœwiadomiæ, ¿e konieczne jest uwa¿ne przygl¹danie siê swoim emocjom;Nie;Nie;10;Dziêkujê za wartoœciowe szkolenie
4.24.2025 18:04:52;Akceptujê;nauczycielem;11-15 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;5;5;Jak opanowaæ emocje, æwiczenia;Chyba nie;Nie;Mo¿e czegoœ konkretnego w odniesieniu do nauczycieli. ;8;Nie mam
4.24.2025 18:05:32;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;4;5;Kontrolowanie swoich emocji ;TAK - ¿e muszê dbaæ o swój komfort psychiczny ;nie ;raczej nie ;10;nie 
4.24.2025 18:05:50;Akceptujê;nauczycielem;6-10 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Nie;Mniej mówienia, wiêcej praktyki;Raczej tak;Zdecydowanie nie;Tak;Zdecydowanie nie;1;2;Nie dowiedzia³am siê wiele nowego;Nie zmieni³o;Zbyt du¿o psychologii, teorii, æwiczenia które niekoniecznie przydadz¹ siê w pracy nauczyciela;wg mnie niewiele mia³o wspólnego ze szko³¹, zbyt ogólne, niewiele wnios³o;3;Szkolenie powinno byæ ukierunkowane bardziej na pracê w szkole, a nie na dobrostan ka¿dego cz³owieka. Mog³yby byæ pokazane inne sposoby radzenia sobie ze stresem, na mnie wskazane tutaj nie dzia³aj¹, nie lubiê tego typu æwiczeñ oddechowych.
4.24.2025 18:06:14;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;5;5;Praktyczne æwiczenia;Nie;Nie;Nie;8;Nie
4.24.2025 18:06:15;Akceptujê;nauczycielem;11-15 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;3;3;Pokazanie mapy emocji w ciele cz³owieka ;Nie;Trudno powiedzieæ ;Wiêcej nawi¹zañ  do  specyfiki  pracy nauczyciela.;7;Nie.
4.24.2025 18:06:16;Akceptujê;nauczycielem;11-15 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;sposoby na wyciszenie siê;nie;nie;nie;10;nie
4.24.2025 18:07:23;Akceptujê;dyrektorem/wicedyrektorem;11-15 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;3;3;Techniki roz³adowania emocji. ;Sposoby radzenia sobie ze stresem. ;Treœci bazuj¹ce na anegdotach.;Nie;7;Nie
4.24.2025 18:07:25;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ abstrakcyjnym, metafizycznym doœwiadczeniem.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;3;5;Ogólna wiedza dotycz¹ca emocji i sposoby panowania nad nimi ;Nie;Nie. Szkolenie by³o dobrze przygotowane i spójne;Nie potrafiê tego oceniæ.;10;Nie
4.24.2025 18:08:34;Akceptujê;nauczycielem;16-20 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Zdecydowanie tak;Tak;Raczej tak;3;4;Æwiczenia relaksacyjne;Nie;-;Nie;7;Za d³ugie jak na spotkanie po 8 godzinach pracy.
4.24.2025 18:08:45;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;5;5;Techniki relaksacyjne, wykorzystywane w sytuacjach stresogennych;Trudnoœæ nazywania w³asnych emocji;Nie;Nie;9;Nie
4.24.2025 18:09:16;Akceptujê;nauczycielem;1-5 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej nie;1;1;znam te techniki;nie;brak;brak;6;nie
4.24.2025 18:12:39;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;3;3;Analiza emocji;Skupieni na sobie;Nie ma;Nie;8;Nie
4.24.2025 18:13:47;Akceptujê;nauczycielem;16-20 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;5;5;Sposoby uspokojenia siê, które mo¿na wykorzystaæ w kryzysowych sytuacjach zarówno w pracy jak i w ¿yciu prywatnym;Raczej nie;Raczej nie;Nie;10;Spotkanie przeprowadzone w bardzo mi³y i profesjonalny sposób.
4.24.2025 18:13:49;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;4;4;Wa¿noœæ radzenia sobie z emocjami.;Zaakceptowanie, ¿e moje w³asne emocje s¹ wspólne tak¿e dla innych.;Nie znajdujê zbêdnych treœci w tych przedstawionych.;Zabrak³o jednak przyk³adów jak postêpowaæ, aby zmniejszyæ trudne emocje w kontakcie z uczniami, rodzicami, dyrekcj¹ np schematy zachowañ, filmiki.;8;Nie mam dodatkowych uwag.
4.24.2025 18:15:16;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;4;4;Mapy cia³a - odczuwanie emocji;Spróbujê jeszcze przeanalizowaæ wiele rzeczy;Nie ma takich;nie;9;Brak uwag, jednak zmêczenie po ca³ym, trudnym dziœ dniu pracy, nie pozwoli³o mi do koñca siê skoncentrowaæ
4.24.2025 18:17:38;Akceptujê;pedagogiem;1-5 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;Nie wiem;Nie wiem;Nie wiem;Nie wiem;7;Nie
4.24.2025 18:17:58;Akceptujê;nauczycielem;1-5 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;4;4;Radzenie sobie ze z³ymi emocjami;Nie;Nie;Nie;7;Nie
4.24.2025 18:19:37;Akceptujê;psychologiem;mniej ni¿ rok;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;4;4;Wszelkie treœci bêd¹ przydatne ze wzglêdu na pe³nienie przeze mnie funkcji psychologa - pomog³y uporz¹dkowaæ wiedzê;Uporz¹dkowa³o posiadana wiedzê;brak uwag;brak uwag;8;brak uwag
4.24.2025 18:22:49;Akceptujê;pedagogiem;1-5 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;-;Raczej tak;Raczej tak;Tak;Zdecydowanie tak;4;4;Zdecydowanie te zwi¹zane z kryzysem ucznia i dzia³aniom profilaktycznym;Raczej nie;-;-;7;brak
4.24.2025 18:25:33;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;  ;   ;  ;  ;10;  
4.24.2025 18:33:11;Akceptujê;nauczycielem;1-5 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;.;.;.;.;10;Nie
4.24.2025 18:37:58;Akceptujê;pedagogiem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Przerywanie ataku paniki. Pomocne spodoby do radzenia sobie w powyzszych sytuacjach.;Utwierdzi³o waznosc zauwazania zmian w zachowaniu/ emocji uczniów. ;Brak;Brak;10;Nie mam uwag.
4.24.2025 18:42:53;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;4;4;Konkretne sposoby radzenia sobie z panik¹ lêkiem;Mia³am ju¿ pewn¹ wiedzê w tym zakresie;Odwo³anie do osobistych doœwiadczeñ ;Nie;9;Inna pora szkoleñ proszê 
4.24.2025 20:09:38;Akceptujê;nauczycielem;6-10 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;4;Techniki oddechowe ;Porównanie emocji do wody;Nie;Nie;9;Nie
4.25.2025 21:08:30;Akceptujê;nauczycielem;21 lat i wiêcej;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Koniecznoœæ zweryfikowania dotychczasowych opinii.;Uporz¹dkowa³o moje opinie.;Nie.;Nie zabrak³o ;9;Nie
4.28.2025 7:41:30;Akceptujê;nauczycielem;mniej ni¿ rok;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 18 w Krakowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;o emocjach - to informacja o nas co siê dzieje.;tak;-;-;9;-
5.6.2025 18:25:37;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa nr 4 im. Stefana ¯eromskiego w Be³chatowie;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Wszystkie;Na temat radzenia sobie z emocjami;Nie ma;Nie;10;Nie
5.6.2025 18:25:43;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa nr 4 im. Stefana ¯eromskiego w Be³chatowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez usta, a wydech – przez nos.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Wszystko bardzo pomocne;raczej nie;nie;nie;10;nie
5.6.2025 18:25:44;Akceptujê;nauczycielem;16-20 lat;Szko³a Podstawowa nr 4 im. Stefana ¯eromskiego w Be³chatowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;nic;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;-;-;-;-;8;-
5.6.2025 18:26:12;Akceptujê;nauczycielem;1-5 lat;Szko³a Podstawowa nr 4 im. Stefana ¯eromskiego w Be³chatowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Konkretne przyk³ady na uspokojenie emocji;Nie;Nie;Nie;10;Nie
5.6.2025 18:27:07;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa nr 4 im. Stefana ¯eromskiego w Be³chatowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;.;Tak;.;.;8;.
5.6.2025 18:27:17;Akceptujê;nauczycielem;6-10 lat;Szko³a Podstawowa nr 4 im. Stefana ¯eromskiego w Be³chatowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Optymistyczne nastawienie do codziennoœci i koncentrowanie siê na pozytywnych aspektach w³asnego ¿ycia.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Wszystko jest przydatne;zdecydowanie tak;wszystko by³o potrzebne;nie brakowa³o nic;10;nie
5.6.2025 18:27:29;Akceptujê;nauczycielem;16-20 lat;Szko³a Podstawowa nr 4 im. Stefana ¯eromskiego w Be³chatowie;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;æwiczenia oddechowe;tak, sposób postrzegania emocji;brak;nie;10;nie
